childid,mhhinco_1992,mhhinco_1993,mhhinco_1994,mhhinco_1996,mhhinco_1998,mhhinco_2000,mhhinco_2002,mhhinco_2004,mhhinco_2006,mhhinco_2008,mhhinco_2010,mhhinco_2012,mhhinco_2014,mhhinco_2016,mhhinco_2018,mhhinco_1982,mhhinco_1983,mhhinco_1984,mhhinco_1985,mhhinco_1986,mhhinco_1987,mhhinco_1988,mhhinco_1989,mhhinco_1990,mhhinco_1991,mhhinco_1981,mhhinco_1979,mhhinco_1980
684202,839078,160097,D,974100,97700,D,0,,479983,0,R,E,E,E,E,,,,,,,,,,,,,
684203,,,D,974100,97700,D,0,,479983,0,R,R,E,E,E,,,,,,,,,,,,,
684501,31852,24200,D,44334,E,E,E,E,E,E,E,E,E,E,E,13560,15884,D,23001,22000,35000,34200,27010,21000,31828,16606,,40000
684502,31852,24200,D,44334,D,E,E,E,E,E,E,E,E,E,E,13560,15884,D,23001,22000,35000,34200,27010,21000,31828,16606,,
684503,31852,24200,D,44334,D,88000,E,E,E,E,E,E,E,E,E,,15884,D,23001,22000,35000,34200,27010,21000,31828,,,
684701,6960,4704,12272,0,39000,E,E,E,,,,,E,,,802,1011,1608,2520,6352,1740,6708,6698,5861,5360,800,,
684702,6960,4704,12272,0,39000,14920,E,E,,,,,E,,,,,1608,2520,6352,1740,6708,6698,5861,5360,,,
684703,6960,4704,12272,0,39000,14920,16370,E,,,,,E,,,,,,2520,6352,1740,6708,6698,5861,5360,,,
684704,6960,4704,12272,0,39000,14920,16370,21000,,,,,E,,,,,,,,1740,6708,6698,5861,5360,,,
684705,6960,4704,12272,0,39000,14920,16370,21000,,,,,E,,,,,,,,,,,,,,,
685201,,,,,83500,87500,96000,97200,100000,101000,106000,123687,123134,,,,,,,,,,,,,,,
685202,,,,,,,96000,97200,100000,101000,106000,123687,123134,,,,,,,,,,,,,,,
685401,24150,24000,17500,26950,31200,35000,E,E,E,E,E,E,E,,,45000,60000,52000,15419,18500,17750,28000,31000,8000,16327,,,
685402,24150,24000,17500,26950,31200,35000,E,E,E,E,E,E,E,,,45000,60000,52000,15419,18500,17750,28000,31000,8000,16327,,,
685601,,500,D,,,,,,,E,E,E,E,,,,,,,,,,,D,,,,
685602,,500,D,,,,,,,E,E,E,E,,,,,,,,,,,D,,,,
685603,,500,D,,,,,,,8500,E,E,E,,,,,,,,,,,,,,,
685801,29680,5652,4816,E,E,E,E,E,E,E,E,E,E,E,E,6528,7952,D,10784,10184,12084,12288,8586,D,D,5136,15000,I
685802,29680,5652,4816,23052,E,E,E,E,E,E,E,E,E,E,E,6528,7952,D,10784,10184,12084,12288,8586,D,D,5136,15000,I
685803,29680,5652,4816,23052,E,E,E,E,E,E,E,E,E,E,E,6528,7952,D,10784,10184,12084,12288,8586,D,D,5136,,I
685804,29680,5652,4816,23052,15000,E,E,E,E,E,E,E,E,E,E,6528,7952,D,10784,10184,12084,12288,8586,D,D,5136,,
685805,29680,5652,4816,23052,15000,47036,E,E,E,E,E,E,E,E,E,,7952,D,10784,10184,12084,12288,8586,D,D,,,
685806,29680,5652,4816,23052,15000,47036,D,E,E,E,E,E,E,E,E,,,D,10784,10184,12084,12288,8586,D,D,,,
686201,52000,20620,32000,E,E,E,E,E,E,E,E,E,E,E,E,10635,15436,41500,44405,39430,D,51880,1057448,D,45000,4502,11000,17465
686202,52000,20620,32000,D,12600,D,69000,E,E,E,E,E,E,E,E,,,,44405,39430,D,51880,1057448,D,45000,,,
686203,52000,20620,32000,D,12600,D,69000,D,R,E,E,E,E,E,E,,,,,,,,1057448,D,45000,,,
686204,,,,D,12600,D,69000,D,R,100900,36480,18000,19200,E,E,,,,,,,,,,,,,
686601,D,5952,E,E,E,E,E,E,E,E,E,E,E,E,E,,,D,10188,D,7032,1416,18408,4915,5940,I,6500,
687001,,D,30000,D,100000,,D,,,,,,,,,,,,,,,,,,,,,
687002,,D,30000,D,100000,,D,,,,,,,,,,,,,,,,,,,,,
687501,21000,0,,,,,,,,,,,,,,,,D,10000,7236,D,6800,15400,18530,20400,,,
687601,19000,21000,18000,35810,44300,55650,55000,46200,E,E,E,E,E,E,E,,,,,24000,23570,7068,12000,5800,10080,,,
687602,19000,21000,18000,35810,44300,55650,55000,46200,34000,E,E,E,E,E,E,,,,,,,,12000,5800,10080,,,
688001,26600,,13000,100,4200,,D,6500,5500,10700,E,E,E,E,E,,,,,,,,,,50000,,,
688002,26600,,13000,100,4200,,D,6500,5500,10700,17000,E,E,E,E,,,,,,,,,,,,,
688101,D,D,D,D,31000,97000,100000,E,E,E,E,E,E,E,E,,,,20000,22000,32935,52100,D,D,D,,,
688102,D,D,D,D,31000,97000,100000,105000,42500,90200,100000,E,E,E,E,,,,,,,,,,,,,
688103,,,,,31000,97000,100000,105000,42500,90200,100000,84000,122000,E,E,,,,,,,,,,,,,
688501,14000,19000,7500,D,1000,16000,32000,E,E,E,E,E,E,,E,,,,D,D,D,D,11000,D,14000,,,
688502,,19000,7500,D,1000,16000,32000,45000,28000,D,27400,E,E,,E,,,,,,,,,,,,,
688701,,,,,39000,70800,44000,90000,104300,D,,,110000,,E,,,,,,,,,,,,,
689001,33116,39056,42500,D,E,E,E,E,E,E,,,,,E,3000,40000,62000,17000,26000,D,D,23000,27000,35080,I,35000,40000
689002,33116,39056,42500,D,30000,42000,R,25000,25000,E,,,,,E,,,,,,D,D,23000,27000,35080,,,
689101,30000,30000,47000,39000,20000,54000,55000,E,E,E,E,E,E,E,E,,,,,100001,34520,D,25000,20000,45600,,,
689102,30000,30000,47000,39000,20000,54000,55000,80000,101000,116000,E,E,E,E,E,,,,,,,,,20000,45600,,,
690101,D,D,10212,D,D,D,D,30000,33842,E,E,E,E,E,E,,,,,,,,D,R,D,,,
690501,,,,,R,,,R,21000,29000,D,R,11460,E,E,,,,,,,,,,,,,
691301,49220,36600,46680,42929,D,D,8300,84472,28000,45500,E,E,E,E,E,,,,,,,,,35500,27300,,,
691302,,36600,46680,42929,D,D,8300,84472,28000,45500,27200,E,E,E,E,,,,,,,,,,,,,
691303,,,,,,D,8300,84472,28000,45500,27200,61660,50800,60000,E,,,,,,,,,,,,,
691501,,,,,,42000,,3500,,25000,30000,17000,1842,4700,,,,,,,,,,,,,,
691601,,,,,,,,,,,,,,,,9949,6676,10176,8172,10044,14944,12120,17408,49224,,5316,5604,7704
691602,,,,,,,,,,,,,,,,9949,6676,10176,8172,10044,14944,12120,17408,49224,,5316,5604,7704
691603,,,,,,,,,,,,,,,,9949,6676,10176,8172,10044,14944,12120,17408,49224,,5316,5604,7704
691604,,,,,,,,,,,,,,,,9949,6676,10176,8172,10044,14944,12120,17408,49224,,5316,5604,7704
691701,,,,,,,,,,,,,,,,29800,19790,13860,1724,24940,9650,17560,27000,27700,,29500,,5618
691702,,,,,,,,,,,,,,,,,,,,,9650,17560,27000,27700,,,,
691901,,,,,,,,,,,,,,,,,D,5284,D,3000,I,4164,5464,0,,,,
691902,,,,,,,,,,,,,,,,,,,,3000,I,4164,5464,0,,,,
692001,,,,,,,,,,,,,,,,I,1200,3500,1009,1000,,10260,7980,10416,,800,,4500
692002,,,,,,,,,,,,,,,,I,1200,3500,1009,1000,,10260,7980,10416,,800,,
692003,,,,,,,,,,,,,,,,,1200,3500,1009,1000,,10260,7980,10416,,,,
692004,,,,,,,,,,,,,,,,,,,,,,10260,7980,10416,,,,
693001,29400,21750,27150,34660,31400,E,E,E,E,E,E,E,E,E,E,10000,11000,13000,13000,12000,13270,I,17091,28600,30000,6000,,I
693002,29400,21750,27150,34660,31400,35400,E,E,E,E,E,E,E,E,E,,11000,13000,13000,12000,13270,I,17091,28600,30000,,,
693003,29400,21750,27150,34660,31400,35400,38400,22400,E,E,E,E,E,E,E,,,,,,13270,I,17091,28600,30000,,,
693101,22000,20000,20300,D,8600,,,E,,E,E,E,E,,E,11000,14000,15000,24000,15500,19000,22003,20000,23000,18020,11000,,
693301,,,,,,,,,,,,,,,,,,,,,,,,24010,33000,,,
693701,,,,,,,,,,,,,,,,,,,,,D,,D,D,,,,
693702,,,,,,,,,,,,,,,,,,,,,,,D,D,,,,
693901,84310,160097,D,D,D,D,D,14028,0,D,E,E,E,E,E,,,,,,,,,R,88200,,,
693902,,,,D,D,D,D,14028,0,D,27600,62400,E,E,E,,,,,,,,,,,,,
694001,R,R,,D,,D,D,E,E,E,E,E,,E,E,,,,,,,,70500,,D,,,
694002,R,R,,D,,D,D,D,R,E,E,E,,E,E,,,,,,,,70500,,D,,,
694301,,,,,,,,,,,,,,,,D,D,D,30300,D,D,38000,40000,42353,,I,34000,I
694302,,,,,,,,,,,,,,,,D,D,D,30300,D,D,38000,40000,42353,,I,34000,I
694501,,,,,,,,,,,,,,,,,,,,,,19000,17500,29000,,,,
694502,,,,,,,,,,,,,,,,,,,,,,19000,17500,29000,,,,
694801,39200,36000,D,,E,,,,E,E,E,E,E,,E,20000,30500,30000,22000,40000,41200,,,R,R,25640,24000,18100
694802,39200,36000,D,,D,,,,E,E,E,E,E,,E,,,,22000,40000,41200,,,R,R,,,
695001,D,D,D,24500,24000,E,,E,E,E,E,E,E,E,E,18000,31000,D,40000,D,100001,D,D,D,D,7000,,
695002,D,D,D,24500,24000,91000,,D,E,E,E,E,E,E,E,,,,,D,100001,D,D,D,D,,,
695003,,,,,,91000,,D,R,D,D,D,42000,R,E,,,,,,,,,,,,,
695101,80000,88000,95000,123000,125000,145000,,,,,,,,,,,,,,,,,,66000,73000,,,
695102,,88000,95000,123000,125000,145000,,,,,,,,,,,,,,,,,,,,,,
695201,14000,8000,11606,29000,28000,,E,E,E,E,E,E,E,E,E,40000,D,D,11000,11220,15400,D,9000,3800,22000,,,
695202,14000,8000,11606,29000,28000,,18000,E,E,E,E,E,E,E,E,,,,11000,11220,15400,D,9000,3800,22000,,,
695301,D,D,29870,35790,27900,28900,32900,E,E,E,E,E,E,E,E,,,,9000,15500,17500,17900,21500,28000,28000,,,
695302,D,D,29870,35790,27900,28900,32900,71000,E,E,E,E,E,E,E,,,,,,17500,17900,21500,28000,28000,,,
695303,D,D,29870,35790,27900,28900,32900,71000,82000,81000,65000,E,E,E,E,,,,,,,,,,28000,,,
695304,,,,,27900,28900,32900,71000,82000,81000,65000,D,23400,E,E,,,,,,,,,,,,,
695601,,,,,,,,,,,,,,,,43000,12125,19000,43800,16600,27200,30000,44200,20000,,,,
695602,,,,,,,,,,,,,,,,,12125,19000,43800,16600,27200,30000,44200,20000,,,,
695603,,,,,,,,,,,,,,,,,,,,16600,27200,30000,44200,20000,,,,
695701,D,97000,94000,56000,24400,36200,64000,,58000,E,,,E,,E,,,,,,,95000,94000,82625,159805,,,
695702,D,97000,94000,56000,24400,36200,64000,,58000,71827,,,E,,E,,,,,,,,,,159805,,,
696201,,,,,E,E,,,E,E,E,E,E,E,E,,,,,,,,,,,,9000,
696202,,,,,0,0,,,E,E,E,E,E,E,E,,,,,,,,,,,,,
696203,,,,,0,E,,,E,E,E,E,E,E,E,,,,,,,,,,,,,
696301,,,,,,,,,,,,,,,,1753,6228,7848,6360,7730,8340,4020,8976,4752,,2180,,3200
696302,,,,,,,,,,,,,,,,1753,6228,7848,6360,7730,8340,4020,8976,4752,,,,
696303,,,,,,,,,,,,,,,,,,,,,8340,4020,8976,4752,,,,
696501,,,,,,,,,,,,,,,,2517,2520,9600,20000,D,13200,10400,28040,23880,,,,
696502,,,,,,,,,,,,,,,,,2520,9600,20000,D,13200,10400,28040,23880,,,,
696503,,,,,,,,,,,,,,,,,,9600,20000,D,13200,10400,28040,23880,,,,
696601,6384,3465,6676,3900,4104,E,E,E,E,E,E,E,E,E,E,4718,D,1860,5978,6324,D,D,D,5496,7392,,,
696602,6384,3465,6676,3900,4104,D,8000,13488,3840,300,600,E,E,E,E,,,,,,,,,,,,,
696603,,,,3900,4104,D,8000,13488,3840,300,600,0,0,E,E,,,,,,,,,,,,,
696701,9396,6600,12720,E,E,E,E,E,E,E,E,E,E,E,E,2520,2064,6348,2868,4758,10428,5352,3816,6816,7404,4656,17790,0
696702,9396,6600,12720,6684,11235,6800,E,E,E,E,E,E,E,E,E,2520,2064,6348,2868,4758,10428,5352,3816,6816,7404,,,
696703,9396,6600,12720,6684,11235,6800,7252,10920,E,E,E,E,E,E,E,,,,,4758,10428,5352,3816,6816,7404,,,
696704,9396,6600,12720,6684,11235,6800,7252,10920,0,E,E,E,E,E,E,,,,,,,5352,3816,6816,7404,,,
696705,9396,6600,12720,6684,11235,6800,7252,10920,0,5640,E,E,E,E,E,,,,,,,,,6816,7404,,,
696706,9396,6600,12720,6684,11235,6800,7252,10920,0,5640,5628,E,E,E,E,,,,,,,,,,7404,,,
696801,,,,D,34000,35000,41200,42120,47000,57400,62000,67600,E,E,E,,,,,,,,,,,,,
697001,13133,15000,E,E,E,E,E,E,E,E,E,E,E,E,E,1047,550,R,19852,8900,6668,13872,30000,15648,32252,1327,6264,I
697002,,,44524,23000,24688,42400,30000,40000,4800,40000,42000,E,E,E,E,,,,,,,,,,,,,
697101,18000,18000,17328,15000,13603,E,E,E,E,E,E,E,E,E,E,9653,18622,10550,8629,8780,10560,13950,28600,19120,12200,8500,,
697102,18000,18000,17328,15000,13603,18580,11000,20868,E,E,E,E,E,E,E,,,,,,10560,13950,28600,19120,12200,,,
697103,,18000,17328,15000,13603,18580,11000,20868,18000,19000,21240,E,E,E,E,,,,,,,,,,,,,
698301,,,,,,,,,,,,,,,,,,,,D,40000,D,D,63600,,,,
698302,,,,,,,,,,,,,,,,,,,,,40000,D,D,63600,,,,
698901,10113,10740,D,0,E,E,E,E,E,E,E,E,E,E,E,7934,2672,5220,5814,6479,6064,8976,9836,23492,9600,6300,D,8328
698902,10113,10740,D,0,5920,3850,E,E,E,E,E,E,E,E,E,,2672,5220,5814,6479,6064,8976,9836,23492,9600,,,
699201,27950,26000,29920,34800,D,42500,E,E,E,E,E,,,E,,,37000,42200,42000,50000,45476,D,21200,27900,25200,,,
699202,27950,26000,29920,34800,D,42500,52560,50560,E,E,E,,,E,,,,,,50000,45476,D,21200,27900,25200,,,
699203,27950,26000,29920,34800,D,42500,52560,50560,37488,E,E,,,E,,,,,,,,,21200,27900,25200,,,
699401,24500,D,26280,E,E,,,E,,,E,E,E,E,E,32000,50000,57400,21350,22800,24000,31000,24280,24600,25000,17500,7084,12300
699501,D,D,D,E,E,E,E,E,E,E,E,E,E,E,E,8000,6100,9000,10765,2430,I,5230,8296,,6132,8652,D,I
699502,D,D,D,5568,E,E,E,E,E,E,E,E,E,E,E,8000,6100,9000,10765,2430,I,5230,8296,,6132,8652,D,I
699503,D,D,D,5568,D,E,E,E,E,E,E,E,E,E,E,8000,6100,9000,10765,2430,I,5230,8296,,6132,8652,,
699504,D,D,D,E,E,E,E,E,E,E,E,E,E,E,E,8000,6100,9000,10765,2430,I,5230,8296,,6132,8652,D,I
700001,R,D,I,D,D,D,E,,,,,,,,,,I,D,D,D,D,5388,5508,D,2480,,,
700002,R,D,I,D,D,D,D,,,,,,,,,,,,D,D,D,5388,5508,D,2480,,,
700003,R,D,I,D,D,D,D,,,,,,,,,,,,,,,5388,5508,D,2480,,,
700004,R,D,I,D,D,D,D,,,,,,,,,,,,,,,,,,,,,
700201,49700,47700,52500,18700,,,E,E,E,E,E,E,E,E,E,875,2224,56400,2000,11585,10700,I,5832,47500,49000,I,,I
700202,49700,47700,52500,18700,,,29625,25000,E,E,E,E,E,E,E,,,,,,10700,I,5832,47500,49000,,,
700203,49700,47700,52500,18700,,,29625,25000,27500,E,E,E,E,E,E,,,,,,,I,5832,47500,49000,,,
700601,,,,,,,,,,,,,,,,12976,12598,13731,15320,16100,14618,20011,19000,24500,,6070,5328,15735
700602,,,,,,,,,,,,,,,,12976,12598,13731,15320,16100,14618,20011,19000,24500,,6070,,15735
700603,,,,,,,,,,,,,,,,,12598,13731,15320,16100,14618,20011,19000,24500,,,,
701201,,,,,,,,,,,,,,,,D,7314,6144,9987,18700,25000,20000,27000,30000,,I,I,8429
701501,,,,,,,,,,,,,,,,6764,7116,8244,8786,9072,9012,21456,19600,17608,,6012,I,6648
701502,,,,,,,,,,,,,,,,6764,7116,8244,8786,9072,9012,21456,19600,17608,,6012,I,6648
701503,,,,,,,,,,,,,,,,6764,7116,8244,8786,9072,9012,21456,19600,17608,,6012,I,6648
701504,,,,,,,,,,,,,,,,6764,7116,8244,8786,9072,9012,21456,19600,17608,,,,
701601,,,,,,,,,,,,,,,,,,,,62500,54500,52000,50000,61500,,,,
701901,,,,,,,,,,,,,,,,,,D,24921,29437,29000,8860,15771,10015,,,,
701902,,,,,,,,,,,,,,,,,,,24921,29437,29000,8860,15771,10015,,,,
702001,,,,,,,,,,,,,,,,,13000,15300,8620,,10000,16000,,,,,,
702101,,,,,,,,,,,,,,,,,,,,,,,D,D,,,,
702201,,,,,,,,,,,,,,,,5628,7356,8880,7632,8460,9512,D,0,7804,,,,
702202,,,,,,,,,,,,,,,,5628,7356,8880,7632,8460,9512,D,0,7804,,1598,,5000
702203,,,,,,,,,,,,,,,,,,,7632,8460,9512,D,0,7804,,,,
702801,,,,,,,,,,,,,,,,,,,1000,96,0,4570,6984,7788,,,,
702802,,,,,,,,,,,,,,,,,,,,,0,4570,6984,7788,,,,
703001,,,,,,,,,,,,,,,,,,15000,5109,8084,8804,D,13000,12000,,,,
703101,,,,,,,,,,,,,,,,,17000,15000,7248,D,D,D,D,I,,,,
703102,,,,,,,,,,,,,,,,,,,,,D,D,D,I,,,,
703201,,,,,,,,,,,,,,,,1333,3328,14505,11107,15694,55440,20933,20018,12286,,4700,,
703401,,,,,,,,,,,,,,,,,,,,1084,3600,D,D,7644,,,,
703402,,,,,,,,,,,,,,,,,,,,,3600,D,D,7644,,,,
703403,,,,,,,,,,,,,,,,,,,,,,,D,7644,,,,
703801,,,,,,,,,,,,,,,,,,7001,20005,19807,23008,26000,29300,38000,,,,
703802,,,,,,,,,,,,,,,,,,,,19807,23008,26000,29300,38000,,,,
703901,,,,,,,,,,,,,,,,,25000,6832,4860,8616,4742,D,10728,15710,,,,
703902,,,,,,,,,,,,,,,,,,,4860,8616,4742,D,10728,15710,,,,
703903,,,,,,,,,,,,,,,,,,,,,,D,10728,15710,,,,
704201,,,,,,,,,,,,,,,,11554,8218,10059,17160,21760,24919,30015,35013,47000,,1794,14001,13680
704501,,,,,,,,,,,,,,,,I,22925,34306,36390,39000,37970,24800,27000,35000,,14443,29461,15363
704502,,,,,,,,,,,,,,,,I,22925,34306,36390,39000,37970,24800,27000,35000,,14443,29461,15363
704503,,,,,,,,,,,,,,,,I,22925,34306,36390,39000,37970,24800,27000,35000,,14443,29461,15363
704601,29050,22115,27000,45400,41000,D,E,E,E,E,E,E,E,E,,5400,9686,17540,27800,23968,30150,32450,28007,20900,25500,,,
704602,29050,22115,27000,45400,41000,D,E,E,E,E,E,E,E,E,,,,17540,27800,23968,30150,32450,28007,20900,25500,,,
704603,29050,22115,27000,45400,41000,D,43000,36000,38000,E,E,E,E,E,,,,,,,,32450,28007,20900,25500,,,
704801,,,,,,,,77500,51500,88000,93500,86000,90100,94000,104200,,,,,,,,,,,,,
704901,34000,58000,58000,72500,121000,E,E,E,E,E,E,E,E,E,E,21297,17654,11445,13000,12700,15000,22000,30050,32000,36000,26070,,11840
704902,34000,58000,58000,72500,121000,66000,33000,E,E,E,E,E,E,E,E,,,,13000,12700,15000,22000,30050,32000,36000,,,
704903,,,,,,66000,33000,0,33000,27000,31100,7900,43800,25096,E,,,,,,,,,,,,,
704904,,,,,,,33000,0,33000,27000,31100,7900,43800,25096,40000,,,,,,,,,,,,,
705101,,,,,,,,,,,,,,,,20600,18010,,,,,15100,D,,,6493,5400,5837
705201,,,,,,,,,,,,,,,,,,14000,6818,20416,11775,D,18580,15600,,,,
705301,,,,,,,,,,,,,,,,5409,0,21161,20872,26125,6500,23650,14000,26800,,6968,I,2096
705302,,,,,,,,,,,,,,,,5409,0,21161,20872,26125,6500,23650,14000,26800,,6968,I,2096
705303,,,,,,,,,,,,,,,,5409,0,21161,20872,26125,6500,23650,14000,26800,,6968,I,2096
705304,,,,,,,,,,,,,,,,,,21161,20872,26125,6500,23650,14000,26800,,,,
705305,,,,,,,,,,,,,,,,,,,,,,23650,14000,26800,,,,
705401,13500,21111,15258,23000,23000,E,E,E,E,E,E,E,E,E,E,4068,D,R,3000,D,7852,15000,16000,17000,15498,9194,,
705501,,,,,,,,,,,,,,,,,,32100,2153,4248,4824,15830,24740,D,,,,
705801,,,,,,,,,,,,,,,,D,4200,4164,4440,4552,I,5170,1057448,5220,,I,,11000
706401,839078,5616,6804,7708,15232,E,E,E,E,E,E,E,E,E,E,5368,7174,5248,4800,7632,4800,5848,6312,5900,5532,2816,,2288
706402,839078,5616,6804,7708,15232,D,4630,6744,7361,84,11424,E,E,E,E,,,,,,,,,,,,,
706501,8556,I,I,D,E,E,E,E,E,E,E,E,E,E,E,3504,4068,4140,4248,4572,D,6684,7728,8400,8832,I,13000,I
706502,8556,I,I,D,36900,R,R,40000,E,E,E,E,E,E,E,,,,,,D,6684,7728,8400,8832,,,
706503,8556,I,I,D,36900,R,R,40000,E,E,E,E,E,E,E,,,,,,D,6684,7728,8400,8832,,,
706601,11688,18276,E,E,E,E,E,E,E,E,E,E,E,E,E,13128,14604,11576,32836,13628,19652,D,13199,22776,9192,13769,5364,5904
706602,11688,18276,21359,E,E,E,E,E,E,E,E,E,E,E,E,13128,14604,11576,32836,13628,19652,D,13199,22776,9192,13769,5364,5904
706603,11688,18276,21359,D,E,E,E,E,E,E,E,E,E,E,E,13128,14604,11576,32836,13628,19652,D,13199,22776,9192,13769,5364,5904
706604,11688,18276,21359,D,E,E,E,E,E,E,E,E,E,E,E,13128,14604,11576,32836,13628,19652,D,13199,22776,9192,13769,,5904
706605,11688,18276,21359,D,5928,E,E,E,E,E,E,E,E,E,E,13128,14604,11576,32836,13628,19652,D,13199,22776,9192,13769,,
707301,19000,13527,17804,22462,22000,24000,25000,E,E,E,E,E,E,E,E,,,,3168,5680,D,D,D,10000,13000,,,
707302,19000,13527,17804,22462,22000,24000,25000,30000,42500,E,E,E,E,E,E,,,,,,,,D,10000,13000,,,
707303,19000,13527,17804,22462,22000,24000,25000,30000,42500,43000,E,E,E,E,E,,,,,,,,,,13000,,,
707401,12000,18000,25696,E,E,E,E,E,E,E,E,E,E,E,E,5268,6850,4500,0,0,1000,2000,9465,18630,15100,5642,D,I
707402,12000,18000,25696,D,4636,12600,22400,E,E,E,E,E,E,E,E,,,,0,0,1000,2000,9465,18630,15100,,,
707501,64000,D,D,D,D,D,D,83000,E,E,E,E,E,E,E,,,,,49000,44500,D,D,53000,D,,,
707502,64000,D,D,D,D,D,D,83000,92000,E,E,E,E,E,E,,,,,,,D,D,53000,D,,,
707701,27500,30600,23992,60000,E,E,E,E,E,E,E,E,E,E,E,6301,5088,6737,3543,10636,1980,9952,8056,16140,38386,14209,D,13192
707702,27500,30600,23992,60000,63500,E,E,E,E,E,E,E,E,E,E,6301,5088,6737,3543,10636,1980,9952,8056,16140,38386,,,
707703,27500,30600,23992,60000,63500,32000,E,E,E,E,E,E,E,E,E,,5088,6737,3543,10636,1980,9952,8056,16140,38386,,,
708101,14400,D,D,18000,37200,32000,D,D,E,E,E,E,E,E,E,,,,,9557,31345,33000,D,68040,12182,,,
708102,14400,D,D,18000,37200,32000,D,D,92500,D,94670,E,E,E,E,,,,,,,,,,,,,
708401,71025,70100,71025,90100,110100,133050,110000,E,E,E,E,E,E,E,E,,,,40960,D,36035,46040,42025,64530,64050,,,
708402,71025,70100,71025,90100,110100,133050,110000,139000,E,E,E,E,E,E,E,,,,,,36035,46040,42025,64530,64050,,,
708403,71025,70100,71025,90100,110100,133050,110000,139000,138500,E,E,E,E,E,E,,,,,,,,42025,64530,64050,,,
708501,35000,14310,15656,15088,E,E,E,E,E,E,E,E,E,E,E,6000,9000,D,10000,D,30360,D,19482,28288,D,I,D,I
708502,35000,14310,15656,15088,11000,E,E,E,E,E,E,E,E,E,E,6000,9000,D,10000,D,30360,D,19482,28288,D,I,,I
708503,35000,14310,15656,15088,11000,10000,D,D,E,E,E,E,E,E,E,,,,,D,30360,D,19482,28288,D,,,
708601,34010,40000,D,22020,D,D,D,D,75000,E,E,E,E,E,E,,,,,,,,34005,33800,34000,,,
708602,34010,40000,D,22020,D,D,D,D,75000,95050,E,E,E,E,E,,,,,,,,,,34000,,,
708603,,,D,22020,D,D,D,D,75000,95050,D,D,E,E,E,,,,,,,,,,,,,
708801,,,,,,,,,,,,,,E,,15000,21205,D,I,,21500,,,,,I,D,I
708802,,,,,,,,,,,,,,E,,15000,21205,D,I,,21500,,,,,I,,I
708803,,,,,,,,,,,,,,E,,,21205,D,I,,21500,,,,,,,
708804,,,,,,,,,,,,,,E,,,,,,,21500,,,,,,,
708901,16000,16570,18200,E,E,E,E,E,E,E,E,E,E,E,E,5052,5844,6592,6888,6984,6792,15000,17600,16300,17730,4439,D,I
708902,16000,16570,18200,D,D,E,E,E,E,E,E,E,E,E,E,5052,5844,6592,6888,6984,6792,15000,17600,16300,17730,4439,,I
708903,16000,16570,18200,D,D,E,E,E,E,E,E,E,E,E,E,5052,5844,6592,6888,6984,6792,15000,17600,16300,17730,,,
708904,16000,16570,18200,D,D,2500,D,7300,7400,6500,E,E,E,E,E,,,,,,,,,,17730,,,
708905,,16570,18200,D,D,2500,D,7300,7400,6500,8644,E,E,E,E,,,,,,,,,,,,,
709201,7878,12000,25000,E,E,E,E,E,E,E,E,E,E,E,E,D,29000,4816,9400,D,15000,D,D,D,11848,I,D,I
709401,21308,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,26000,D,D,D,6404,7824,25844,D,8640,I,D,3800
709402,21308,16064,8778,D,E,E,E,E,E,E,E,E,E,E,E,D,26000,D,D,D,6404,7824,25844,D,8640,I,D,3800
709403,21308,16064,8778,D,16196,E,E,E,E,E,E,E,E,E,E,D,26000,D,D,D,6404,7824,25844,D,8640,,,
709701,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,6916,7337,18245,9127,2465,6519,18905,18000,D,19500,9000,118,I
709801,,,,,,,,,,,,,,,,12064,9640,14500,8,18000,D,D,11000,D,,4788,800,4716
709802,,,,,,,,,,,,,,,,,,,8,18000,D,D,11000,D,,,,
710201,D,18500,D,25050,27000,32300,37600,56000,E,E,E,E,E,E,E,,,,,5936,D,D,D,8322,10350,,,
710202,D,18500,D,25050,27000,32300,37600,56000,E,E,E,E,E,E,E,,,,,,D,D,D,8322,10350,,,
710501,31000,32000,32000,35002,38010,,,,,,,,,,,45000,48237,51354,58500,50000,17000,23000,24000,25320,27516,39956,,
710502,31000,32000,32000,35002,38010,,,,,,,,,,,,,,,,,,24000,25320,27516,,,
710601,,,,75000,88900,84000,75805,75000,87000,115000,128000,,E,,E,,,,,,,,,,,,,
711101,,,,,,,,,,,,,,,,,,,,8000,7194,6336,10398,7927,,,,
711102,,,,,,,,,,,,,,,,,,,,8000,7194,6336,10398,7927,,,,
711501,7212,12490,8460,35760,17500,25888,E,E,E,E,E,E,E,E,E,,15930,18628,18724,18000,5012,15740,34302,10000,5789,,,
711502,7212,12490,8460,35760,17500,25888,24800,E,E,E,E,E,E,E,E,,,18628,18724,18000,5012,15740,34302,10000,5789,,,
711601,37560,30000,E,E,E,E,E,E,E,E,E,E,E,E,E,7764,8612,12036,11000,31918,39000,35030,35000,36070,37000,6320,10004,16520
711602,37560,30000,36000,36300,E,E,E,E,E,E,E,E,E,E,E,7764,8612,12036,11000,31918,39000,35030,35000,36070,37000,6320,10004,16520
711603,37560,30000,36000,36300,50600,E,E,E,E,E,E,E,E,E,E,7764,8612,12036,11000,31918,39000,35030,35000,36070,37000,6320,,
