childid,mhhinco_1992,mhhinco_1993,mhhinco_1994,mhhinco_1996,mhhinco_1998,mhhinco_2000,mhhinco_2002,mhhinco_2004,mhhinco_2006,mhhinco_2008,mhhinco_2010,mhhinco_2012,mhhinco_2014,mhhinco_2016,mhhinco_2018,mhhinco_1982,mhhinco_1983,mhhinco_1984,mhhinco_1985,mhhinco_1986,mhhinco_1987,mhhinco_1988,mhhinco_1989,mhhinco_1990,mhhinco_1991,mhhinco_1981,mhhinco_1979,mhhinco_1980
711801,,,,,,,,16900,,R,R,30000,45000,,E,,,,,,,,,,,,,
712001,14000,21000,19000,30000,32000,45000,42000,47400,E,E,,,E,E,E,,,,,14300,16000,16000,25000,20000,17000,,,
712301,16768,10852,13984,19181,17500,18532,22500,28960,E,E,E,E,E,E,E,,,,,11000,,6604,16440,15776,17040,,,
712302,16768,10852,13984,19181,17500,18532,22500,28960,E,E,E,E,E,E,E,,,,,,,6604,16440,15776,17040,,,
712303,,,13984,19181,17500,18532,22500,28960,35200,36500,31500,23530,E,E,E,,,,,,,,,,,,,
712401,64126,E,E,E,E,E,E,E,E,E,E,E,E,E,E,35736,46944,42600,41812,51100,49000,D,59000,59300,60000,18472,2952,4121
712402,64126,71758,77005,D,75000,68000,109000,E,E,E,E,E,E,E,E,,,,41812,51100,49000,D,59000,59300,60000,,,
712601,D,D,17437,18500,E,E,E,E,E,E,E,E,E,E,E,28348,5380,8052,8244,8098,7355,21481,26428,D,13416,18500,D,3612
712602,D,D,17437,18500,E,E,E,E,E,E,E,E,E,E,E,28348,5380,8052,8244,8098,7355,21481,26428,D,13416,18500,D,3612
712603,D,D,17437,18500,17640,E,E,E,E,E,E,E,E,E,E,28348,5380,8052,8244,8098,7355,21481,26428,D,13416,18500,,
712701,D,D,13354,9095,10458,E,E,E,E,E,E,E,E,E,E,4068,6167,6372,5784,8397,10452,8004,14376,8660,11604,895,,
712702,D,D,13354,9095,10458,12564,E,E,E,E,E,E,E,E,E,,6167,6372,5784,8397,10452,8004,14376,8660,11604,,,
712703,D,D,13354,9095,10458,12564,18700,E,E,E,E,E,E,E,E,,,,5784,8397,10452,8004,14376,8660,11604,,,
712704,,,,9095,10458,12564,18700,D,25000,19900,2948,31994,22904,E,E,,,,,,,,,,,,,
712801,13128,13000,D,16000,E,E,E,E,E,E,E,E,E,E,E,4548,6720,24964,28328,6114,5916,8232,6144,12172,8598,5064,27000,20000
712802,13128,13000,D,16000,19370,E,E,E,E,E,E,E,E,E,E,4548,6720,24964,28328,6114,5916,8232,6144,12172,8598,5064,,
713001,7428,7694,9348,13436,E,E,E,E,E,E,E,E,E,E,E,7243,7788,8316,5148,6260,5568,5508,6540,7200,4025,7159,I,I
713002,7428,7694,9348,13436,7608,8196,E,E,E,E,E,E,E,E,E,,7788,8316,5148,6260,5568,5508,6540,7200,4025,,,
713701,8000,2220,14820,11640,13088,17920,20752,21510,16000,17450,26408,E,,,,,,,,,,,,,,,,
713702,,,14820,11640,13088,17920,20752,21510,16000,17450,26408,E,,,,,,,,,,,,,,,,
713801,R,D,E,E,E,E,E,E,E,E,E,E,E,E,E,4872,5076,5316,R,28630,,19000,D,D,D,5631,2964,4392
713802,R,D,D,E,E,E,E,E,E,E,E,E,E,E,E,4872,5076,5316,R,28630,,19000,D,D,D,5631,2964,4392
713803,R,D,D,13000,R,35000,D,E,E,E,E,E,E,E,E,,,,R,28630,,19000,D,D,D,,,
713901,1902,3840,103,1288,9296,7828,E,E,E,E,E,E,E,E,E,,,3420,5584,7824,8388,D,D,12516,4092,,,
713902,1902,3840,103,1288,9296,7828,D,E,E,E,E,E,E,E,E,,,,5584,7824,8388,D,D,12516,4092,,,
713903,1902,3840,103,1288,9296,7828,D,5536,E,E,E,E,E,E,E,,,,,,8388,D,D,12516,4092,,,
714401,11365,10100,18000,14400,5000,,E,E,E,E,E,E,E,E,E,13482,D,D,D,1500,D,D,11064,6079,7200,I,,15000
714402,11365,10100,18000,14400,5000,,12000,5000,E,E,E,E,E,E,E,,,,,,D,D,11064,6079,7200,,,
714601,32000,30100,5910,15000,19000,D,26460,E,E,E,E,E,E,E,E,,,,,7173,4004,7500,14800,23000,37000,,,
714602,32000,30100,5910,15000,19000,D,26460,25700,29000,41907,E,E,E,E,E,,,,,,,,,,37000,,,
714701,31000,26439,33700,30020,R,R,R,R,R,R,E,E,E,E,E,,,,,,,,,D,D,,,
714801,30000,31000,26600,28000,39440,42000,46000,E,E,E,E,E,E,E,E,,,10000,10000,13000,46240,14000,16000,146942,19200,,,
714802,30000,31000,26600,28000,39440,42000,46000,45960,E,E,E,E,E,E,E,,,,,13000,46240,14000,16000,146942,19200,,,
715201,53830,59950,62200,122400,55308,42814,E,E,E,E,E,E,E,E,E,,8000,8089,12613,11000,19465,28462,52152,46072,52200,,,
715202,53830,59950,62200,122400,55308,42814,21354,E,E,E,E,E,E,E,E,,,,,11000,19465,28462,52152,46072,52200,,,
715203,53830,59950,62200,122400,55308,42814,21354,72048,58604,E,E,E,E,E,E,,,,,,,,52152,46072,52200,,,
715204,,59950,62200,122400,55308,42814,21354,72048,58604,73538,D,E,E,E,E,,,,,,,,,,,,,
715301,18200,1298,12000,20568,D,28000,E,E,E,E,E,E,E,E,E,R,R,D,D,6050,18200,17200,10200,16000,19000,,,
715302,18200,1298,12000,20568,D,28000,35000,28782,36000,E,E,E,E,E,E,,,,,,,17200,10200,16000,19000,,,
715601,11520,12868,14254,19512,D,32500,E,E,E,E,E,E,,,,,D,16000,3014,6040,6258,6656,7004,8496,8648,,,
715602,11520,12868,14254,19512,D,32500,19000,E,E,E,E,E,,,,,,,3014,6040,6258,6656,7004,8496,8648,,,
715603,11520,12868,14254,19512,D,32500,19000,19000,19500,E,E,E,,,,,,,,,,,7004,8496,8648,,,
715701,2600,12159,,,,,,,,,,E,E,E,E,3924,2592,2592,2724,5141,8472,9000,10200,13188,11296,3792,I,3792
715702,2600,12159,,,,,,,,,,E,E,E,E,3924,2592,2592,2724,5141,8472,9000,10200,13188,11296,3792,,
715801,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,4260,3649,5400,4932,3708,16290,7400,7880,5700,3300,3400,5000,6000
715802,D,D,D,E,E,E,E,E,E,E,E,E,E,E,E,4260,3649,5400,4932,3708,16290,7400,7880,5700,3300,3400,5000,6000
715803,D,D,D,9216,E,E,E,E,E,E,E,E,E,E,E,4260,3649,5400,4932,3708,16290,7400,7880,5700,3300,3400,,6000
715804,D,D,D,9216,6048,8576,5200,7952,6888,15800,E,E,E,E,E,,,,,,,,,5700,3300,,,
715805,,,,9216,6048,8576,5200,7952,6888,15800,3023,2900,E,E,E,,,,,,,,,,,,,
716001,D,D,D,34500,17500,16500,D,D,E,E,E,E,E,E,E,,,,,,D,D,D,D,D,,,
716301,10404,32464,33616,33732,E,E,E,E,E,E,E,E,E,E,E,D,14000,7334,7392,6012,5652,D,6048,7680,6900,10900,D,8900
716302,10404,32464,33616,33732,42000,55000,E,E,E,E,E,E,E,E,E,,,7334,7392,6012,5652,D,6048,7680,6900,,,
716303,10404,32464,33616,33732,42000,55000,44000,72600,49000,E,E,E,E,E,E,,,,,,,D,6048,7680,6900,,,
716304,10404,32464,33616,33732,42000,55000,44000,72600,49000,54000,E,E,E,E,E,,,,,,,,,7680,6900,,,
716601,839078,D,D,79120,118000,118186,122200,120000,69935,137000,132000,E,E,E,E,,,,,,,,,,54440,,,
716602,,D,D,79120,118000,118186,122200,120000,69935,137000,132000,E,E,E,E,,,,,,,,,,,,,
716701,,,,,,,,,,,,,,,,100,5574,10385,11500,7500,D,7800,9146,5200,,I,4524,4000
716702,,,,,,,,,,,,,,,,,,10385,11500,7500,D,7800,9146,5200,,,,
716901,,,,,,,,,,,,,,,,12000,15000,15492,6720,9372,10848,8088,9508,10116,,5577,I,4608
716902,,,,,,,,,,,,,,,,12000,15000,15492,6720,9372,10848,8088,9508,10116,,5577,I,4608
716903,,,,,,,,,,,,,,,,12000,15000,15492,6720,9372,10848,8088,9508,10116,,5577,I,4608
716904,,,,,,,,,,,,,,,,12000,15000,15492,6720,9372,10848,8088,9508,10116,,5577,,4608
717001,300,900,0,E,E,E,E,E,E,E,E,E,E,E,E,5748,14394,17165,12000,25023,D,D,D,D,D,2000,8500,10992
717002,300,900,0,D,10940,E,E,E,E,E,E,E,E,E,E,5748,14394,17165,12000,25023,D,D,D,D,D,,,
717003,300,900,0,D,10940,3200,400,0,0,E,E,E,E,E,E,,,,,,,D,D,D,D,,,
717101,D,D,D,D,D,D,12300,25432,0,7476,8288,E,E,E,E,,,,,,,,,,D,,,
717102,,,,,D,D,12300,25432,0,7476,8288,8364,8433,E,E,,,,,,,,,,,,,
717401,13500,12500,36000,D,,40000,,,,,,,,,E,,,,,,,4000,2100,7200,3200,,,
717402,,,36000,D,,40000,,,,,,,,,E,,,,,,,,,,,,,
717501,D,9740,33000,38850,42000,41000,44000,46000,E,E,E,E,E,E,E,,,,,,D,D,D,45500,D,,,
717901,19480,21900,16477,D,E,E,E,E,E,E,E,E,E,E,E,14000,6740,5835,D,8435,18702,12500,16300,17000,15000,6200,5784,I
717902,19480,21900,16477,D,30700,E,E,E,E,E,E,E,E,E,E,14000,6740,5835,D,8435,18702,12500,16300,17000,15000,,,
717903,19480,21900,16477,D,30700,4800,10000,E,E,E,E,E,E,E,E,,,,D,8435,18702,12500,16300,17000,15000,,,
718001,7584,8400,0,700,E,E,E,E,E,E,E,E,E,E,E,D,D,13000,,18200,17656,,,18000,0,I,6500,10000
718002,7584,8400,0,700,R,D,28000,E,E,E,E,E,E,E,E,,D,13000,,18200,17656,,,18000,0,,,
718101,14914,13000,17928,21666,D,E,E,E,E,E,E,E,E,E,E,3660,6050,5556,6277,6178,4692,4944,5136,11450,9540,I,,10000
718301,3708,9140,10708,10660,9216,17000,21000,E,E,E,E,E,E,E,E,,,9742,7810,14300,3828,D,10200,8240,8628,,,
718302,3708,9140,10708,10660,9216,17000,21000,35700,E,E,E,E,E,E,E,,,,,14300,3828,D,10200,8240,8628,,,
718303,3708,9140,10708,10660,9216,17000,21000,35700,24525,E,E,E,E,E,E,,,,,,3828,D,10200,8240,8628,,,
718401,9296,10100,10355,10556,14646,E,E,E,E,E,E,E,E,E,E,16500,14000,6645,6268,6802,2032,6216,8292,8228,7920,16600,,
718402,9296,10100,10355,10556,14646,21200,15600,E,E,E,E,E,E,E,E,,,,,6802,2032,6216,8292,8228,7920,,,
718403,9296,10100,10355,10556,14646,21200,15600,26899,26600,E,E,E,E,E,E,,,,,,,6216,8292,8228,7920,,,
718404,9296,10100,10355,10556,14646,21200,15600,26899,26600,25376,23000,E,E,E,E,,,,,,,,,,,,,
718601,D,D,D,D,11904,12000,15900,12000,E,E,E,E,E,E,E,,,,,D,D,D,D,D,D,,,
718602,,D,D,D,11904,12000,15900,12000,10788,3264,D,E,E,E,E,,,,,,,,,,,,,
718901,7668,7596,7140,7608,9732,4922,E,E,E,E,E,E,E,E,E,,D,1986,3624,D,4356,4464,I,6456,8148,,,
718902,7668,7596,7140,7608,9732,4922,8000,14028,19000,E,E,E,E,E,E,,,,,,,4464,I,6456,8148,,,
718903,7668,7596,7140,7608,9732,4922,8000,14028,19000,4332,E,E,E,E,E,,,,,,,,I,6456,8148,,,
719201,31212,20097,29585,E,E,E,E,E,E,E,E,E,E,E,E,5808,13865,D,I,12836,9720,11144,12460,16324,7537,I,3704,15721
719401,20000,R,R,31000,33000,D,45000,E,E,E,E,E,E,E,E,,,20000,D,3000,5412,6336,7226,7699,19580,,,
719402,20000,R,R,31000,33000,D,45000,49400,E,E,E,E,E,E,E,,,,,3000,5412,6336,7226,7699,19580,,,
719701,D,D,15438,E,E,,E,E,E,E,E,E,E,E,E,5480,5556,5592,6156,D,D,D,D,D,D,3000,D,7000
719702,D,D,15438,D,0,,E,E,E,E,E,E,E,E,E,5480,5556,5592,6156,D,D,D,D,D,D,3000,,7000
719801,44000,47000,46928,E,E,E,E,E,E,E,E,E,E,E,E,D,D,D,D,24000,48000,D,D,43000,D,I,9444,7000
719802,44000,47000,46928,D,49000,56000,E,E,E,E,E,E,E,E,E,,D,D,D,24000,48000,D,D,43000,D,,,
719803,44000,47000,46928,D,49000,56000,62500,67000,74000,E,E,E,E,E,E,,,,,,,D,D,43000,D,,,
719901,D,32040,D,E,E,,E,E,E,E,E,E,E,E,E,52000,40000,48000,30000,24959,19300,52522,D,31600,D,42000,30000,15000
720201,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,
720701,48000,E,E,E,E,,,E,E,E,E,E,E,E,E,28700,19712,3936,19499,D,36340,49000,52000,40020,37075,10500,I,11480
720702,48000,56000,52000,E,E,,,E,E,E,E,E,E,E,E,28700,19712,3936,19499,D,36340,49000,52000,40020,37075,10500,I,11480
720703,48000,56000,52000,52000,57000,,,E,E,E,E,E,E,E,E,28700,19712,3936,19499,D,36340,49000,52000,40020,37075,10500,,11480
720704,48000,56000,52000,52000,57000,,,E,E,E,E,E,E,E,E,28700,19712,3936,19499,D,36340,49000,52000,40020,37075,10500,,
720901,0,D,24200,29560,E,E,E,E,E,E,E,E,E,E,E,7804,5940,D,6833,8500,29400,D,11000,2367,15000,10917,I,I
720902,0,D,24200,29560,44000,0,E,E,E,E,E,E,E,E,E,,5940,D,6833,8500,29400,D,11000,2367,15000,,,
721101,30856,23000,R,23000,36000,D,25732,140000,74000,86000,89000,E,E,E,E,,,,,,,,,,,,,
721102,,,R,23000,36000,D,25732,140000,74000,86000,89000,E,E,E,E,,,,,,,,,,,,,
721401,27000,32000,34000,35000,36000,E,E,E,E,E,E,E,E,E,E,12000,17000,23500,16500,,17500,19000,20000,25500,25025,16000,,
721402,,,,,,D,0,D,60000,152000,R,232000,236500,210000,E,,,,,,,,,,,,,
721501,D,51000,40000,48500,58500,61000,62300,E,E,E,E,E,E,E,E,,,,20000,15193,20000,32000,35000,38000,47000,,,
721502,,51000,40000,48500,58500,61000,62300,73000,73000,78300,105000,E,E,E,E,,,,,,,,,,,,,
721601,10000,9000,18000,E,E,E,E,E,E,E,E,E,E,E,E,6290,D,10936,6916,D,4480,4884,4610,7180,3600,I,D,2856
721701,9842,14628,14796,E,E,E,E,E,E,E,E,E,E,E,E,4920,7548,8028,8220,9528,9288,D,D,13476,9244,0,D,4512
721702,9842,14628,14796,13692,E,E,E,E,E,E,E,E,E,E,E,4920,7548,8028,8220,9528,9288,D,D,13476,9244,0,D,4512
721703,9842,14628,14796,13692,15396,E,E,E,E,E,E,E,E,E,E,4920,7548,8028,8220,9528,9288,D,D,13476,9244,0,,
721704,9842,14628,14796,13692,15396,E,E,E,E,E,E,E,E,E,E,4920,7548,8028,8220,9528,9288,D,D,13476,9244,,,
721705,9842,14628,14796,13692,15396,6144,D,E,E,E,E,E,E,E,E,,,8028,8220,9528,9288,D,D,13476,9244,,,
721706,9842,14628,14796,13692,15396,6144,D,6768,6912,7476,0,E,E,E,E,,,,,,,,,,,,,
722001,12360,I,I,,E,E,E,E,E,E,E,E,E,E,E,8000,I,3744,7344,9516,8741,8880,5000,8856,9816,5000,I,I
722002,12360,I,I,,D,E,E,E,E,E,E,E,E,E,E,8000,I,3744,7344,9516,8741,8880,5000,8856,9816,5000,,
722003,12360,I,I,,D,7200,E,E,E,E,E,E,E,E,E,,I,3744,7344,9516,8741,8880,5000,8856,9816,,,
722004,12360,I,I,,D,7200,D,E,E,E,E,E,E,E,E,,,,7344,9516,8741,8880,5000,8856,9816,,,
722401,D,23045,5652,21000,21000,24000,26000,40036,29000,29000,E,,,,,,,,,,,,,,D,,,
722601,7320,7632,12108,D,7200,29640,12400,E,E,E,E,E,E,E,E,,,20000,4690,4764,7764,6624,6756,7092,7380,,,
722602,7320,7632,12108,D,7200,29640,12400,D,E,E,E,E,E,E,E,,,,,4764,7764,6624,6756,7092,7380,,,
722801,9840,D,9823,13824,12432,55000,53000,57000,E,E,E,E,E,E,E,,,,,D,1944,3922,6420,6108,2280,,,
722802,9840,D,9823,13824,12432,55000,53000,57000,68000,87000,E,E,E,E,E,,,,,,,,,,2280,,,
722803,,,9823,13824,12432,55000,53000,57000,68000,87000,97000,98000,E,E,E,,,,,,,,,,,,,
723101,,D,17000,15000,25760,29656,D,37000,55500,79604,D,E,E,,,,,,,,,,,,,,,
723201,5600,D,D,D,E,E,E,E,E,E,E,E,E,E,E,2100,400,R,4536,15000,D,4896,4908,10910,5028,,,13000
723202,,,,,,,,,29000,25408,22000,18024,20402,12000,9000,,,,,,,,,,,,,
723501,20000,20000,20000,D,20000,,,33000,E,E,E,E,E,E,E,,,,,D,16000,15000,17000,D,0,,,
723502,20000,20000,20000,D,20000,,,33000,E,E,E,E,E,E,E,,,,,,16000,15000,17000,D,0,,,
723503,,,,,20000,,,33000,22000,34000,33000,37000,32000,E,E,,,,,,,,,,,,,
723601,,,61000,53500,51115,49500,64000,64000,103000,110000,18108,E,,E,E,,,,,,,,,,,,,
723602,,,,53500,51115,49500,64000,64000,103000,110000,18108,250000,,E,E,,,,,,,,,,,,,
724101,100000,68015,66140,58500,107000,61400,,72000,131362,147000,E,E,E,E,E,,,,,,,,,67699,73200,,,
724102,,,66140,58500,107000,61400,,72000,131362,147000,145805,E,E,E,E,,,,,,,,,,,,,
724401,10630,15544,9528,9600,800,E,,E,E,E,E,E,E,E,E,3744,D,D,7807,99998,14000,7586,7730,8316,9192,,,
724402,10630,15544,9528,9600,800,2000,,E,E,E,E,E,E,E,E,,D,D,7807,99998,14000,7586,7730,8316,9192,,,
724403,10630,15544,9528,9600,800,2000,,E,E,E,E,E,E,E,E,,,,7807,99998,14000,7586,7730,8316,9192,,,
724501,R,31140,5768,43000,48000,61000,64580,D,76000,E,E,E,E,E,E,,,,,,,,12502,D,22560,,,
724601,52600,45000,49600,61900,,,,,E,E,E,E,E,E,E,,23000,23953,D,26000,13150,19300,18550,24600,27100,,,
724602,52600,45000,49600,61900,,,,,E,E,E,E,E,E,E,,,,,26000,13150,19300,18550,24600,27100,,,
724603,52600,45000,49600,61900,,,,,37000,235000,45400,E,E,E,E,,,,,,,,,,,,,
724701,9824,4000,12001,1560,21900,19000,4802,E,E,E,E,E,E,E,E,,,,,,,D,I,,23840,,,
724901,25000,D,50000,E,E,E,E,E,E,E,E,E,E,E,E,D,3152,,4500,3200,32000,0,40000,29000,0,0,7000,20800
724902,25000,D,50000,40000,D,30500,0,80000,E,E,E,E,E,E,E,,,,,,32000,0,40000,29000,0,,,
724903,,,,,D,30500,0,80000,44200,60000,48000,75000,50000,E,E,,,,,,,,,,,,,
724904,,,,,D,30500,0,80000,44200,60000,48000,75000,50000,E,E,,,,,,,,,,,,,
725201,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,,5928,D,4944,5256,5892,6036,4956,8100,1300,,300,
725202,3360,5344,D,R,D,E,E,E,E,E,E,E,E,E,E,,5928,D,4944,5256,5892,6036,4956,8100,1300,,,
725301,9000,5472,1800,1428,D,E,E,E,E,E,E,E,E,E,E,2203,5640,5604,5808,5842,7560,D,11640,7044,8940,I,,10700
725302,9000,5472,1800,1428,D,E,E,E,E,E,E,E,E,E,E,2203,5640,5604,5808,5842,7560,D,11640,7044,8940,,,
725303,9000,5472,1800,1428,D,D,545,E,E,E,E,E,E,E,E,,,,,5842,7560,D,11640,7044,8940,,,
725501,,R,37000,38936,,,,E,E,E,E,E,E,E,,4620,9920,9756,D,I,D,12000,D,25000,26000,I,,I
725601,10260,15564,13326,17302,D,E,E,E,E,E,E,E,E,E,E,4620,D,7424,D,D,D,D,D,9072,9384,I,,
725602,10260,15564,13326,17302,D,5728,E,E,E,E,E,E,E,E,E,,D,7424,D,D,D,D,D,9072,9384,,,
725603,10260,15564,13326,17302,D,5728,3000,E,E,E,E,E,E,E,E,,,,D,D,D,D,D,9072,9384,,,
725604,10260,15564,13326,17302,D,5728,3000,20876,E,E,E,E,E,E,E,,,,,,D,D,D,9072,9384,,,
725801,16176,22680,28332,13736,11764,E,E,E,E,E,E,E,E,E,E,29000,D,D,6000,7884,6528,8400,D,7848,8825,20772,,12000
725802,16176,22680,28332,13736,11764,E,E,E,E,E,E,E,E,E,E,29000,D,D,6000,7884,6528,8400,D,7848,8825,,,
725901,D,D,12286,D,25600,19404,17000,E,E,E,E,E,E,E,E,,,,3900,D,15480,D,15144,9012,D,,,
725902,D,D,12286,D,25600,19404,17000,38833,E,E,E,E,E,E,E,,,,,,15480,D,15144,9012,D,,,
725903,D,D,12286,D,25600,19404,17000,38833,29953,E,E,E,E,E,E,,,,,,,D,15144,9012,D,,,
725904,,D,12286,D,25600,19404,17000,38833,29953,34000,33572,E,E,E,E,,,,,,,,,,,,,
725905,,,,D,25600,19404,17000,38833,29953,34000,33572,76000,E,E,E,,,,,,,,,,,,,
726301,9336,11808,8892,6696,4056,E,E,E,E,E,E,E,E,E,E,I,D,D,D,D,D,10788,8232,4632,14280,,,
726302,9336,11808,8892,6696,4056,1524,E,E,E,E,E,E,E,E,E,,D,D,D,D,D,10788,8232,4632,14280,,,
726303,9336,11808,8892,6696,4056,1524,3000,E,E,E,E,E,E,E,E,,,,D,D,D,10788,8232,4632,14280,,,
726304,9336,11808,8892,6696,4056,1524,3000,1692,E,E,E,E,E,E,E,,,,,,D,10788,8232,4632,14280,,,
726305,9336,11808,8892,6696,4056,1524,3000,1692,0,E,E,E,E,E,E,,,,,,,,8232,4632,14280,,,
726306,9336,11808,8892,6696,4056,1524,3000,1692,0,3000,E,E,E,E,E,,,,,,,,,4632,14280,,,
726307,9336,11808,8892,6696,4056,1524,3000,1692,0,3000,2400,E,E,E,E,,,,,,,,,,14280,,,
726308,,11808,8892,6696,4056,1524,3000,1692,0,3000,2400,E,E,E,E,,,,,,,,,,,,,
726309,,,,,4056,1524,3000,1692,0,3000,2400,2700,7116,E,E,,,,,,,,,,,,,
726310,,,,,,1524,3000,1692,0,3000,2400,2700,7116,5316,E,,,,,,,,,,,,,
726311,,,,,,,3000,1692,0,3000,2400,2700,7116,5316,8304,,,,,,,,,,,,,
726401,,,,,,,,,,,,,,,,,,18000,2783,5580,5000,6000,,,,,,
727501,D,D,D,14772,E,E,E,E,E,E,E,E,E,E,E,24000,8000,10000,10000,D,D,43300,D,61706,7464,13500,18000,16566
727502,D,D,D,14772,20600,19600,E,E,E,E,E,E,E,E,E,24000,8000,10000,10000,D,D,43300,D,61706,7464,,,
727503,D,D,D,14772,20600,19600,33000,E,E,E,E,E,E,E,E,,,,10000,D,D,43300,D,61706,7464,,,
727601,18920,18100,D,23440,E,E,,E,E,E,E,E,E,E,E,24000,8000,10000,10000,15000,67200,40000,D,D,D,18000,14000,16566
727602,18920,18100,D,23440,24400,16800,,E,E,E,E,E,E,E,E,,,10000,10000,15000,67200,40000,D,D,D,,,
727801,7284,E,E,E,E,E,E,E,E,E,E,E,E,E,E,4956,6552,6120,12396,7794,8072,9628,8776,9420,9472,5184,18000,20268
727802,7284,12188,11368,7428,E,E,E,E,E,E,E,E,E,E,E,4956,6552,6120,12396,7794,8072,9628,8776,9420,9472,5184,18000,20268
727803,7284,12188,11368,7428,9384,28800,E,E,E,E,E,E,E,E,E,4956,6552,6120,12396,7794,8072,9628,8776,9420,9472,,,
727804,7284,12188,11368,7428,9384,28800,D,15000,15500,15000,E,E,E,E,E,,,,,,,,,,9472,,,
728201,D,D,38409,0,4992,E,E,E,E,E,E,E,E,E,E,31152,37669,31576,43177,45500,16688,D,D,D,D,23700,,20268
728301,D,D,D,D,0,E,E,E,E,E,E,E,E,E,E,31152,37669,31576,43177,45550,D,18324,D,D,D,23700,,
728401,52500,10400,78500,D,28000,,26676,5000,25000,E,E,E,E,E,E,,,,,,,D,25000,28000,60000,,,
728501,25600,15700,25200,58500,25896,46010,40800,41000,53000,E,E,E,E,E,E,,,,,,,4000,5990,D,11856,,,
728502,25600,15700,25200,58500,25896,46010,40800,41000,53000,E,E,E,E,E,E,,,,,,,,5990,D,11856,,,
728503,,,,58500,25896,46010,40800,41000,53000,64000,62020,62000,E,E,E,,,,,,,,,,,,,
728504,,,,,,,,41000,53000,64000,62020,62000,79100,84000,I,,,,,,,,,,,,,
728601,61000,63000,63000,102000,110500,133800,131100,208000,198800,190000,E,E,E,E,E,,,,,,,,,,57010,,,
728602,,,,102000,110500,133800,131100,208000,198800,190000,156610,150000,E,E,E,,,,,,,,,,,,,
729101,,,,,,,,,,,,,,,,3924,D,4848,4800,D,8440,D,D,15872,,1792,6906,2700
729501,32000,25000,37000,E,E,E,E,E,,,,,,,,14800,19000,8000,18000,5950,13400,11070,15482,30800,33700,9800,6710,18000
729502,32000,25000,37000,40500,E,E,E,E,,,,,,,,14800,19000,8000,18000,5950,13400,11070,15482,30800,33700,9800,6710,18000
730001,,,14000,15072,13200,13500,6300,15600,21500,17000,9000,19700,E,E,E,,,,,,,,,,,,,
730201,19000,19600,22500,29000,E,E,E,E,E,E,E,E,E,E,E,14895,14840,18208,16000,17035,16530,24000,6877,18000,,3440,11092,10520
730202,19000,19600,22500,29000,E,E,E,E,E,E,E,E,E,E,E,14895,14840,18208,16000,17035,16530,24000,6877,18000,,3440,,10520
730203,19000,19600,22500,29000,R,11380,12000,E,E,E,E,E,E,E,E,,,18208,16000,17035,16530,24000,6877,18000,,,,
730301,,,,,,,,,,,,,,,,,5376,,,,,,,,,9000,R,10000
730401,37650,20000,42500,33000,51200,R,57800,E,E,E,E,E,E,E,E,,,38457,16005,26010,D,36200,36440,36015,39000,,,
730402,37650,20000,42500,33000,51200,R,57800,59000,80000,E,E,E,E,E,E,,,,,,,,36440,36015,39000,,,
730501,47600,E,E,E,,E,E,E,E,E,E,E,E,E,E,11683,D,14382,15280,29680,29260,32600,32248,36408,39600,10260,I,18000
730502,47600,40000,49400,73762,,75300,96300,83922,E,E,E,E,E,E,E,,,,,29680,29260,32600,32248,36408,39600,,,
730801,,,,,,,,,,,,,,,,4000,2916,3768,10000,4098,6552,23012,12000,D,,11909,6795,6936
730802,,,,,,,,,,,,,,,,,,,,4098,6552,23012,12000,D,,,,
731001,,,,,,,,,,,,,,,,5500,12663,11288,9000,16500,15500,10559,31000,31500,,,,4000
731002,,,,,,,,,,,,,,,,5500,12663,11288,9000,16500,15500,10559,31000,31500,,,,
731003,,,,,,,,,,,,,,,,5500,12663,11288,9000,16500,15500,10559,31000,31500,,,,
731004,,,,,,,,,,,,,,,,,12663,11288,9000,16500,15500,10559,31000,31500,,,,
731401,10000,E,E,E,E,E,E,E,E,,,,,,,D,D,D,D,D,9500,7452,7520,7668,1260,3900,6600,2220
731402,,,,D,D,1412,8476,6696,0,,,,,,,,,,,,,,,,,,,
731403,,,,,,,8476,6696,0,,,,,,,,,,,,,,,,,,,
731601,52100,E,E,E,E,E,E,E,E,E,E,E,E,E,E,15240,15115,13300,22300,13000,14800,18050,44000,45300,48000,11935,8500,11000
731602,52100,56000,32100,37600,73300,D,D,85000,116000,D,E,E,E,E,E,,,,,,,,,45300,48000,,,
731603,52100,56000,32100,37600,73300,D,D,85000,116000,D,116000,E,E,E,E,,,,,,,,,,,,,
731701,38000,33000,34000,43000,50000,62000,62000,62000,E,E,,,,,,,,,,,D,21000,30000,31000,27000,,,
731702,38000,33000,34000,43000,50000,62000,62000,62000,59000,E,,,,,,,,,,,,,30000,31000,27000,,,
732201,5505,D,4410,6800,18000,27680,D,E,E,E,E,E,,,E,,,12000,D,6000,12200,4570,4780,7224,6360,,,
732202,5505,D,4410,6800,18000,27680,D,D,E,E,E,E,,,E,,,,,,12200,4570,4780,7224,6360,,,
732203,,D,4410,6800,18000,27680,D,D,32000,40000,R,E,,,E,,,,,,,,,,,,,
732301,6384,6408,6408,1320,E,E,E,E,E,E,E,E,E,,,3828,3720,3984,4312,3948,4248,5124,5604,6048,6180,3095,3072,3000
